-23;41
68;76
10;37
10;39
-13;35
29;56
-32;51
-22;73
-31;31
-30;35
0;75
2;76
-13;64
-68;47
58;38
-4;67
1;81
20;77
-23;49
61;38
6;65
18;66
-34;46
1;59
-25;58
14;64
-14;68
-3;73
70;79
15;70
3;45
45;65
-36;79
9;63
-56;35
23;36
-39;64
-36;62
-53;41
44;58
-33;44
36;39
-2;67
4;7
80;35
45;37
-26;39
14;62
-88;35
-53;46
31;58
-62;50
33;48
-64;40
56;39
53;42
0;40
-51;42
-55;68
-7;75
-6;64
-24;67
-43;39
-59;44
-57;7
-67;7
-9;52
-21;53
18;56
80;34
-19;55
31;52
52;68
-4;51
-45;72
-35;59
1;76
22;55
18;38
-28;39
-35;31
38;70
0;47
45;48
28;39
-62;34
-36;65
-7;74
-48;78
48;37
10;53
70;43
-58;42
-29;53
64;47
-49;45
-18;42
-28;-70
1;65
45;43
21;34
12;60
-49;53
-36;49
-47;51
-3;64
36;39
14;69
20;50
23;69
-8;72
-23;64
30;63
-6;69
49;66
-14;69
31;74
-8;40
15;68
-6;72
8;76
6;50
18;64
-40;50
10;51
-68;41
4;45
49;40
53;42
-9;43
19;57
20;59
45;37
-33;43
-4;34
-36;52
-67;50
14;66
-19;49
44;43
16;50
50;36
-33;62
-21;71
45;65
-14;68
26;63
-15;44
79;39
31;40
4;59
51;72
48;18
-8;72
-6;56
76;34
-24;72
65;58
-12;57
0;36
80;36
70;47
67;40
79;60
1;79
-59;79
-4;14
-78;37
54;19
24;74
-3;53
-2;35
-28;80
-4;44
-65;49
1;55
0;59
28;46
-9;79
62;35
-62;32
8;74
-14;81
-80;44
-7;81
59;68
-7;59
-22;73
-75;67
73;54
45;80
-40;37
-1;85
38;61
62;32
-38;50
47;35
84;32
30;31
-52;51
11;47
-26;36
-82;62
22;78
-20;65
-73;57
-6;56
-26;53
27;61
85;37
-30;52
-48;28
15;80
-7;29
-16;68
3;40
39;32
65;46
49;36
-11;33
-48;55
-86;37
-39;70
-68;33
-18;72
-50;50
-71;49
11;33
-39;56
-2;53
-72;57
18;50
-4;45
-7;46
47;53
17;48
20;52
-6;32
-10;58
58;70
0;62
15;69
-53;41
32;78
7;59
1;72
-58;3
-44;64
-51;56
-65;50
-24;53
23;33
-22;33
17;46
-74;48
-63;50
9;48
-21;63
-21;41
-5;56
31;77
72;48
52;77
12;54
16;16
62;79
-31;44
-12;64
-41;68
26;71
34;62
16;70
4;77
60;48
-43;65
47;41
-46;59
5;69
38;55
-55;71
39;87
15;18
-60;37
72;26
-52;49
-28;63
20;72
26;79
-45;42
-9;37
4;39
36;52
-58;43
-37;79
-26;67
-16;72
-37;63
61;42
63;63
26;47
-29;59
2;41
50;34
-2;35
8;35
-3;42
71;65
54;67
26;67
75;67
-6;62
58;83
-12;54
-20;61
18;77
6;69
-9;68
-81;36
-8;16
84;33
2;57
25;36
-69;46
-21;53
12;83
-32;74
-1;69
-2;39
-42;41
77;55
9;69
3;78
-43;39
-18;82
-27;77
13;81
84;31
-65;36
-73;33
20;85
-1;54
24;80
84;55
-57;47
25;35
71;70
11;56
22;77
22;74
4;16
38;52
-22;31
-4;74
-65;53
-27;71
-3;62
-6;53
48;47
-51;41
0;41
74;42
-21;42
-13;35
15;69
-7;59
68;51
-8;63
-35;49
13;32
46;44
-10;46
-68;37
62;62
-66;58
9;41
20;33
31;70
2;67
-49;41
-65;41
-11;71
-2;75
21;12
15;30
-30;53
62;52
7;59
56;77
32;63
-21;49
-31;57
-2;14
61;74
-14;67
56;52
-28;40
-9;64
9;31
45;39
-15;40
-6;64
68;39
49;77
43;83
-6;77
60;53
16;30
-76;54
-21;59
-3;69
-56;34
47;42
21;33
14;34
-81;49
2;71
-38;64
-85;60
-13;34
41;61
-8;73
36;46
-48;33
-34;34
34;53
-38;78
14;34
-55;48
-64;57
-12;76
8;36
17;37
-31;37
52;35
-39;52
23;81
2;45
66;45
13;83
68;65
79;10
-79;36
-43;49
-52;49
-5;49
0;33
-3;60
-82;64
-5;40
-25;37
73;35
-63;32
48;36
-16;66
32;33
-54;34
-6;72
7;42
65;34
-22;80
-1;59
11;62
48;34
4;60
60;67
-18;55
13;77
72;36
-86;34
-70;35
18;79
-66;60
-76;69
-48;81
36;65
51;55
-22;72
34;71
-60;56
-24;44
40;43
-37;30
67;36
59;35
-18;41
20;53
-24;51
60;41
-72;35
23;47
40;55
-27;48
25;35
80;54
-39;59
72;36
9;57
19;70
-27;42
39;73
52;42
-11;57
-40;41
-28;78
46;38
-59;41
62;37
-39;43
30;66
43;43
-50;65
-6;65
-29;57
34;47
-43;47
3;47
-32;40
-51;36
16;69
-34;49
-13;50
-65;42
-25;55
-52;39
-34;39
5;33
68;61
-33;55
25;36
55;42
34;66
33;40
22;8
-45;37
61;36
-19;66
-33;58
-41;42
41;39
62;34
-10;44
57;7
-33;41
16;75
-48;36
41;36
1;52
39;38
-8;59
13;48
-16;41
28;34
-37;44
-17;56
51;40
54;50
-54;46
17;37
28;55
33;68
-33;55
-62;35
-41;55
-20;59
37;81
18;47
22;62
15;15
14;62
-25;57
-65;55
-23;72
-18;57
9;68
-39;55
7;38
24;80
18;45
6;37
-47;63
-37;50
74;32
-59;39
32;73
-1;78
14;75
20;81
-28;64
28;46
15;75
30;50
-10;40
-22;65
29;48
0;44
-11;37
-20;56
-14;47
-17;61
13;54
14;72
-21;60
5;59
-53;35
35;84
25;64
-45;40
-16;79
26;61
13;53
24;65
5;40
34;73
-15;30
35;58
5;46
48;50
30;78
4;35
-12;63
21;38
22;73
40;53
1;69
67;47
28;56
-20;67
34;74
86;58
-59;56
-73;7
-71;41
-33;38
23;75
-3;43
-58;41
18;62
26;85
-4;66
-14;74
19;36
-28;66
44;68
7;47
-19;71
-9;75
-21;69
-71;20
62;41
58;49
20;67
-16;48
61;63
-54;64
1;69
17;57
-40;77
-4;44
-12;41
54;43
32;40
2;59
50;35
-32;36
23;61
65;37
3;68
-26;44
-62;39
6;50
2;50
60;35
-69;36
32;73
-41;58
-27;33
-10;65
25;80
-10;76
-20;86
1;35
9;46
2;58
8;63
4;58
-40;64
-4;35
15;38
31;75
0;70
0;42
24;54
14;77
39;34
58;44
56;46
-44;51
-60;39
10;65
-46;39
-44;61
-10;77
44;43
2;49
18;55
20;69
47;42
-46;33
-45;40
-48;45
-43;46
30;69
53;56
27;64
14;76
-18;58
57;69
-11;74
-4;64
15;73
-18;70
-12;79
-34;39
60;39
13;82
-39;39
11;38
-21;75
-48;40
50;56
20;64
56;48
-47;64
18;76
48;69
-55;36
76;39
-68;33
7;36
64;44
-63;34
-47;54
73;41
60;52
-95;36
-27;68
-31;47
43;49
-16;50
68;63
74;44
-19;35
4;64
35;48
1;53
52;55
7;63
43;38
-15;66
-49;35
24;79
-2;48
74;48
-20;79
7;64
-29;45
-17;74
0;69
17;36
-17;67
21;72
-27;53
5;78
70;38
-54;57
-12;35
53;41
27;63
-49;51
28;52
-12;72
18;58
-22;80
55;46
44;46
-92;37
21;70
3;44
86;4
1;69
8;32
-11;43
46;52
48;52
-13;76
12;68
39;40
-1;77
-86;40
-59;52
-62;52
9;75
54;35
-18;65
70;33
13;62
12;74
-75;36
-81;46
-4;37
-78;40
3;72
-16;79
-30;70
0;75
-16;35
-2;55
26;63
34;61
55;36
-3;72
15;50
47;47
66;71
2;40
10;35
-53;42
50;33
-6;78
29;76
-9;73
-18;75
-70;38
-27;59
17;80
20;53
14;71
-46;45
-6;78
41;46
8;52
-55;39
4;37
-61;41
-15;40
2;33
-12;71
-24;41
-78;48
-24;35
21;40
4;73
66;52
71;42
10;62
-57;49
-57;37
14;63
-20;73
1;37
45;47
-84;46
-72;50
-47;60
-18;75
-26;40
39;73
5;68
-26;76
23;49
-4;59
18;79
0;57
-58;59
14;64
17;48
27;77
-1;40
49;52
-29;47
58;60
-42;41
-20;67
35;61
-7;37
45;55
13;35
30;79
51;55
53;41
40;75
40;80
68;46
20;68
12;34
75;9
38;52
71;44
0;71
91;17
-21;75
-19;78
-47;62
-24;60
44;78
-70;33
53;39
63;33
-47;34
92;33
13;67
18;34
71;50
48;66
18;74
57;55
-58;42
-26;53
33;34
16;79
40;64
8;77
-14;43
-56;42
56;58
9;56
-23;53
-74;71
-69;41
-42;68
30;65
26;55
-3;33
48;78
6;81
-31;75
-2;36
-2;36
11;66
-7;61
-49;40
30;51
-9;42
15;64
-50;49
-46;52
-32;55
-62;57
-21;42
-33;67
50;57
1;51
-16;67
69;33
1;16
60;42
-12;76
-42;38
28;36
-3;50
30;69
22;73
-16;77
44;50
-18;69
-5;75
-30;38
43;54
-28;45
49;61
-55;56
40;34
15;82
6;34
48;63
-14;76
-68;39
14;78
75;32
-60;36
32;65
-11;49
-9;55
7;67
-19;80
-4;59
9;77
28;42
11;76
0;33
-42;73
-25;64
3;55
10;71
-37;37
5;47
-30;36
20;78
32;72
-40;77
17;81
53;72
21;53
16;78
12;76
-22;83
2;42
3;41
75;36
25;72
2;75
-39;54
2;45
-32;56
-40;64
43;35
59;38
20;37
40;60
-41;73
0;40
-22;36
2;77
53;40
60;53
48;48
-56;53
-75;34
-26;47
68;37
35;43
-18;75
54;38
7;59
54;38
0;40
24;72
59;34
-71;73
0;45
-50;34
74;38
86;36
3;46
23;49
-41;59
-79;36
-64;42
24;33
56;61
14;74
6;37
47;40
4;65
-58;35
-53;49
32;54
43;35
17;59
-9;45
31;43
4;72
43;61
19;68
58;70
-33;70
-7;56
33;49
-30;58
-2;60
52;59
32;74
-6;31
48;33
9;34
57;48
6;57
-26;49
17;41
-12;47
72;41
-12;30
83;6
-83;41
0;34
5;53
-11;74
-60;41
-48;33
-42;52
46;62
-13;57
-77;38
63;46
-64;63
-38;55
-5;74
17;75
-40;67
-2;71
-1;77
48;52
-63;40
53;58
-41;67
25;65
22;57
-21;53
-61;74
-6;35
-18;37
-54;46
33;67
-56;59
72;33
60;40
-52;63
79;38
17;55
26;75
-3;35
68;60
83;31
16;37
71;48
4;50
-19;53
-1;57
42;40
-14;37
46;42
68;37
-22;67
-13;77
31;64
63;39
23;53
-59;49
-74;44
50;89
65;55
42;71
-45;72
41;54
-40;41
-70;39
61;43
-10;79
-20;67
77;44
32;58
-55;54
-45;48
73;46
-73;51
83;37
-46;47
48;51
-8;77
33;65
-26;62
67;43
-21;68
-2;72
0;77
28;40
-4;73
57;46
21;45
-28;66
71;43
69;36
80;52
29;74
-71;39
29;41
-49;45
18;39
-14;72
-9;37
52;40
0;66
-7;41
19;44
-47;50
18;81
-28;34
-32;42
-68;47
13;37
-29;71
-20;70
-54;73
48;35
61;51
-24;34
-21;46
11;69
-30;63
17;71
-70;41
45;53
-22;71
-73;52
66;40
23;67
32;81
-61;50
-8;43
-41;42
2;65
-3;37
77;41
51;50
2;52
-30;67
62;45
52;82
-46;72
-75;50
70;38
-72;43
74;45
27;46
60;42
-80;37
-69;70
40;41
44;40
-72;54
38;57
-46;44
20;75
20;72
-18;41
-26;50
33;38
-61;38
57;41
56;41
78;5
22;39
-40;34
43;67
40;75
-23;69
-67;30
-56;47
-4;38
56;51
-58;39
44;68
59;46
-26;77
42;62
32;72
0;35
6;60
70;35
-57;35
45;61
-29;79
-39;74
-7;70
72;41
68;64
-32;53
69;44
6;69
64;53
0;54
50;56
47;70
-56;47
-47;71
-52;47
15;35
25;82
26;67
17;39
51;41
76;55
-40;50
-29;76
-42;62
-19;71
72;41
5;72
-5;40
17;38
-27;66
7;73
63;68
23;34
-8;46
-52;39
-76;47
58;61
42;53
-43;57
12;37
-27;60
-30;64
-76;38
6;37
56;49
-8;35
10;71
-36;66
46;63
6;58
-35;56
29;63
29;44
18;62
-18;12
20;61
66;37
15;67
-41;70
-43;64
15;44
13;59
-16;52
48;44
66;53
-25;76
45;73
-56;47
51;49
62;45
41;48
58;58
-42;43
-59;58
59;55
45;65
26;44
-12;43
-53;49
-10;67
-73;38
-80;56
39;49
46;20
-18;57
-40;46
-49;56
-7;65
62;61
88;62
-53;16
45;66
-83;63
-14;65
-91;15
-19;51
-21;50
3;39
46;31
39;42
2;69
35;54
17;58
48;64
-87;62
-28;60
56;62
-71;39
-85;52
87;40
87;43
72;38
-19;67
86;58
31;34
-60;34
58;61
-62;54
45;75
-28;45
34;38
-43;55
-30;35
-46;34
-31;61
-9;45
-10;74
25;84
32;44
8;69
0;35
-8;67
-33;73
71;65
28;68
-22;63
-39;71
-14;70
-35;61
-1;34
70;37
21;74
4;71
-56;58
-4;37
-29;57
6;43
-11;56
66;44
62;64
67;52
58;39
47;49
15;64
28;80
-1;68
-18;37
47;41
-40;47
-11;63
-9;70
-66;47
53;55
16;34
38;38
16;41
53;50
-38;57
-53;41
35;70
-51;57
-13;48
-26;55
-7;63
36;79
-25;36
24;38
58;43
-53;47
-47;1
44;54
35;52
-35;39
-39;50
18;37
55;47
33;41
45;67
-71;39
7;41
35;51
58;52
-11;60
-23;76
-8;66
-13;39
-5;75
42;57
14;50
-22;57
-20;70
-11;74
38;92
-23;48
2;35
17;42
-4;42
30;58
68;44
44;70
23;74
29;75
23;70
-59;44
61;60
-18;66
-72;63
-33;66
74;47
-62;47
-38;50
-41;50
12;37
45;60
69;48
-38;45
12;59
-58;35
15;71
4;40
31;42
-49;50
-33;39
40;77
-21;50
-39;72
50;68
-51;57
-16;74
-16;38
35;72
-30;47
-43;74
-40;75
-54;40
72;53
-13;69
-26;53
25;40
-23;49
35;37
33;54
58;63
40;67
50;47
34;49
10;6
-42;47
0;69
-28;51
12;40
14;45
-50;48
42;77
56;50
25;70
33;47
62;45
-18;66
23;52
6;52
29;41
-51;40
-13;56
-58;41
38;37
-10;42
-47;35
-51;38
11;42
-33;39
15;54
-14;39
-52;40
19;20
39;52
1;58
32;73
-56;44
16;49
40;49
6;40
9;36
-39;34
43;36
48;40
-41;40
48;37
-8;54
24;38
-20;43
6;49
52;54
38;46
-27;48
-16;45
10;37
-7;54
-17;42
-31;49
-3;50
53;46
20;34
-43;37
-6;39
-57;40
27;49
23;57
-6;36
-20;37
2;36
9;74
2;50
-69;39
17;50
3;61
-14;43
-62;40
-19;38
-59;41
-38;47
38;65
-50;40
59;40
-30;41
56;39
-68;57
66;47
67;59
-41;72
9;58
53;46
17;36
-42;39
58;53
-13;75
63;43
36;66
77;39
-58;38
4;42
-18;68
-20;85
-54;54
-10;49
72;52
18;45
58;43
55;36
-35;33
-49;59
18;45
-1;68
-45;67
-64;39
-43;51
-27;74
48;37
34;56
72;35
-63;36
47;68
19;67
-39;41
-62;61
-31;15
-31;76
12;37
-12;57
3;65
-43;37
-36;70
68;39
52;69
-44;37
-71;37
-55;69
-85;67
23;78
-56;47
33;39
-61;55
-67;66
59;71
75;38
57;63
-43;46
-10;65
-7;76
29;59
4;49
0;54
2;64
1;56
-11;74
-12;78
12;70
-12;74
-12;63
-9;74
-29;60
-1;51
-24;50
-33;57
-59;40
25;53
3;68
20;54
7;63
23;56
35;34
13;50
-55;63
-11;52
-12;74
-21;51
-19;47
52;47
-8;44
-12;79
-4;75
-27;35
-5;58
-13;67
-5;72
-11;78
-14;54
-25;41
9;73
0;46
-12;35
-7;73
-70;50
-21;62
-9;47
48;40
-15;73
50;69
28;65
5;69
-74;34
30;64
-55;51
51;48
-20;65
43;58
-76;44
-34;65
55;43
2;35
-3;71
24;68
60;57
75;50
12;79
9;57
32;58
-40;64
44;48
-13;76
-35;79
-9;74
-36;78
15;79
-16;64
77;39
-58;51
-30;39
55;76
24;48
-32;3
-20;51
-45;36
-42;36
34;46
13;63
0;65
21;61
-11;60
62;53
42;62
-27;79
-82;33
72;49
0;61
0;67
-33;74
45;72
4;60
-32;72
6;32
-7;54
-49;37
7;81
-70;40
0;54
-2;74
50;64
-36;69
-7;34
22;35
-38;75
-40;75
-10;70
12;76
-33;49
-56;35
-15;80
78;34
1;46
25;76
20;79
72;41
40;63
10;40
23;78
-50;76
-13;78
-39;78
23;68
11;74
24;72
-47;66
35;44
0;69
84;42
6;74
7;53
15;58
-50;62
-60;46
-37;58
-24;42
-73;58
37;35
5;65
10;49
-32;62
61;35
-73;33
-54;40
-24;77
-50;59
0;47
-35;79
64;71
57;46
15;80
-8;59
42;70
-9;44
-41;71
-20;72
-63;50
51;45
1;66
-1;60
19;35
-8;33
17;35
-63;1
68;73
-23;74
42;81
26;55
19;80
-20;60
15;40
-36;46
33;77
67;67
0;71
-49;42
27;73
40;40
4;59
-60;51
-10;41
36;41
-52;41
19;39
-47;39
-11;69
34;41
46;35
-5;73
-65;35
-36;73
40;78
18;68
-15;53
32;42
4;68
26;36
-79;48
-36;60
-33;80
44;45
20;53
7;65
-27;56
11;49
-67;75
23;13
-57;38
34;40
33;61
68;41
-6;55
14;52
-54;41
71;40
-70;47
-78;50
30;44
-1;76
-55;44
46;76
1;71
-18;71
-56;48
-12;38
4;71
-37;56
-46;4
19;36
-26;72
-13;79
-10;67
-3;38
-13;35
-22;46
-31;47
-50;55
-7;66
-65;43
-6;44
-44;48
32;61
-37;58
39;83
-37;73
37;44
23;46
-7;65
41;51
54;7
20;49
22;38
-55;36
-24;35
12;64
20;67
57;55
-57;55
35;34
-65;45
51;47
5;56
-1;52
61;45
64;55
18;78
46;86
68;63
-30;83
-15;69
-11;54
-44;69
-13;63
10;66
-67;38
42;39
14;71
-58;44
64;41
-79;32
4;68
-13;32
40;69
52;62
18;74
40;67
-71;28
-50;48
0;31
-39;36
32;70
-9;75
-31;60
12;75
-34;68
-31;73
65;64
0;43
-20;79
0;67
-16;73
-35;68
21;70
-46;73
6;74
42;61
-32;72
-76;48
26;39
-9;63
-62;27
63;42
-42;33
-54;31
-27;73
-20;78
-73;70
-1;44
8;55
-17;32
36;68
71;51
86;34
-39;70
-32;38
-60;55
1;66
49;51
77;35
36;33
-3;68
39;75
17;58
-72;36
1;52
5;44
0;51
11;58
-43;35
4;30
-26;59
73;38
25;50
-44;33
62;75
-81;33
10;45
66;34
5;68
45;61
-5;63
-86;51
-28;64
68;33
-45;37
73;35
6;51
-2;63
-67;36
-52;62
-1;66
-69;69
64;57
33;66
-12;58
38;42
21;61
-35;59
21;36
-84;54
-5;42
35;45
-4;36
84;35
-54;76
82;39
-1;68
-44;64
-72;32
51;47
-72;49
-27;58
-62;39
83;45
-4;50
16;77
63;76
5;55
-4;53
3;67
-71;35
32;33
-10;72
24;74
31;55
-18;66
-2;58
2;67
-14;68
-60;47
-18;69
55;58
12;16
-34;57
28;68
69;48
-54;51
65;50
41;53
-23;54
-48;67
51;66
-18;69
-12;38
67;9
2;63
10;35
41;66
65;61
-28;51
12;63
-42;65
-29;65
17;71
-3;71
-46;40
-49;65
-11;63
52;58
38;40
-68;44
2;69
37;69
-5;74
43;6
49;48
4;67
-37;45
54;18
-11;42
32;72
-39;39
54;70
46;71
50;43
-6;76
47;45
-53;46
23;63
49;38
-23;44
18;68
-30;65
37;45
-34;52
37;86
4;62
-63;53
-49;47
12;46
54;63
2;77
46;42
-36;42
46;62
15;74
-12;76
-27;80
-26;56
38;38
6;76
-8;47
-40;34
-26;59
4;71
23;40
29;38
-25;49
-57;46
9;55
-33;70
-35;47
9;68
-7;2
-40;74
5;71
15;72
0;39
28;66
-59;46
44;52
27;54
-46;60
-35;60
-8;55
28;40
18;64
51;67
-72;52
-52;47
68;41
-15;73
33;68
27;40
6;37
33;64
10;58
-55;53
-57;47
14;73
11;65
53;70
44;52
-32;63
-47;46
-53;52
0;54
22;69
22;57
-25;42
-50;42
-43;37
16;74
-30;60
-30;66
-19;43
22;82
33;78
47;36
-13;71
-26;41
11;70
-39;51
-58;49
-37;78
22;49
45;77
12;41
4;68
-2;39
-21;75
-34;64
36;53
14;72
-8;42
-4;68
62;56
28;61
58;40
38;63
13;55
-5;72
14;57
-26;67
-13;74
-10;77
32;43
49;44
23;39
-14;78
28;76
21;79
32;68
41;59
-39;53
8;77
-6;77
-19;63
22;71
-22;75
7;68
11;68
-27;63
45;38
-9;65
11;56
-23;69
-18;73
-39;73
23;65
44;33
-39;40
-25;48
-13;59
3;58
42;60
20;60
-21;34
10;37
26;65
21;81
44;33
-22;33
-39;51
16;64
27;45
-47;36
-14;69
5;72
51;47
21;76
-20;76
18;73
0;73
5;35
-4;43
-6;70
70;35
-21;39
54;34
-20;33
-33;60
-9;75
-42;32
-5;40
-20;36
21;36
-25;52
33;37
-24;44
16;42
-1;57
13;33
22;56
-3;35
5;68
29;57
39;49
-69;36
-33;73
-38;64
-25;55
-26;47
-4;50
-37;56
54;57
-57;50
51;54
-15;57
-30;56
-35;77
-6;66
-31;62
49;46
25;46
-50;4
-33;73
16;63
57;46
23;42
-28;70
-29;4
23;35
40;49
1;43
28;42
65;38
-29;63
11;62
-75;42
-29;69
35;46
-24;65
51;62
79;47
59;38
82;4
-63;50
45;66
1;63
16;53
-14;61
35;42
-40;50
26;63
60;66
-2;64
65;47
-51;40
6;67
-56;40
55;43
1;63
77;36
39;43
34;69
55;56
-60;37
-51;42
18;33
-67;33
59;43
-80;41
38;71
-43;77
-9;55
48;38
31;53
23;58
38;71
-9;55
-22;59
-47;49
-49;69
6;46
27;44
-46;71
-73;44
-62;68
-37;75
54;75
37;54
-3;40
-4;72
60;41
2;71
-68;41
8;5
-39;61
-27;77
-44;47
-19;66
-34;35
-23;59
29;66
17;66
-27;67
-13;42
46;79
-16;50
32;48
0;79
-3;81
-16;79
-43;75
1;80
2;80
2;71
37;53
-13;51
-39;63
-76;57
-43;42
48;49
29;47
9;54
-44;60
-23;53
66;6
55;65
-12;58
18;44
-68;51
51;61
-2;31
-13;74
13;67
-17;34
23;40
-35;50
23;38
-4;73
-10;73
17;59
37;37
49;50
9;74
-13;71
-57;44
27;67
7;40
60;52
43;40
18;53
16;60
-15;66
66;34
45;37
22;77
3;43
-7;39
-24;48
30;46
-24;50
15;63
42;56
60;39
58;54
19;36
24;36
-24;36
-10;73
-30;77
-36;43
-28;51
-21;36
11;42
-37;36
-19;33
10;74
-5;34
-20;75
-16;72
-20;61
-30;60
-33;46
11;73
16;47
-1;50
12;69
14;73
-34;57
-22;66
-3;71
-17;53
-45;61
27;45
-54;41
-16;66
-51;64
-20;58
33;36
-31;80
35;41
38;50
73;42
-7;72
21;69
33;54
-30;48
6;47
38;52
-45;51
-48;43
-40;43
81;46
24;40
-51;46
31;75
49;53
6;47
22;6
44;51
-62;41
-35;63
75;49
-26;40
-37;1
-31;39
4;45
1;34
-47;55
-37;53
13;53
-20;70
31;45
15;47
-9;65
-21;59
-18;55
-12;33
-36;65
-14;71
20;75
65;36
-28;62
-5;34
28;77
18;52
28;55
14;32
28;57
-27;58
19;74
43;58
-73;14
-63;45
47;84
61;55
-4;68
64;55
51;7
